股票代码,股票名称,新闻标题,新闻内容,发布时间
002062,宏润建设,【调研快报】宏润建设接待东方财富等3家机构调研,"宏润建设5月13日公告称，5月8日接待东方财富等3家机构调研。接待人员包括董事会秘书 薛锋,科技业务总监 毛正,投资者关系总监 单单。 　　公司就以下问题进行了回复：投资者关系活动主要内容介绍, 1、公司现金流大幅改善的主要原因是什么?",2026-05-13 20:01:47
002062,宏润建设,宏润建设间接参股公司2700万元项目环评获同意,宏润建设主要从事市政公用工程、房屋建筑工程、城市轨道交通工程施工、新能源开发业务和房地产开发。,2026-05-07 11:35:27
002062,宏润建设,宏润建设：一季度净利润7374.31万元，同比减少19.51%,南财智讯4月29日电，宏润建设公告，公司2026年一季度实现营业收入12.28亿元，同比下降9.69%；归属于上市公司股东的净利润7374.31万元，同比减少19.51%；经营活动产生的现金流量净额1.33亿元，同比下降8.77%；基本每股收益0.06元，同比下降25.00%。,2026-04-29 16:54:00
002062,宏润建设,宏润建设2025年稳中有进：深耕基建主业 布局新能源科技新赛道,宏润建设4月23日晚间发布2025年年度报告。2025年建筑行业环境复杂多变、下行压力持续加剧。在此背景下，公司锚定发展航向、坚守经营初心，全年实现营业总收入57.46亿元，归属于上市公司股东的净利润2.80亿元。,2026-04-24 09:46:00
002062,宏润建设,宏润建设：2025年净利润2.8亿元 拟10派1元,中证智能财讯宏润建设（002062）4月24日披露2025年年度报告。,2026-04-24 09:09:48
002062,宏润建设,宏润建设：2025年净利润2.80亿元，同比减少1.14%,南财智讯4月23日电，宏润建设公告，公司2025年实现营业收入57.46亿元，同比下降2.99%；归属于上市公司股东的净利润2.80亿元，同比减少1.14%；基本每股收益0.23元，同比下降11.54%；经营活动产生的现金流量净额11.31亿元，同比增长157.17%。,2026-04-23 21:28:00
002062,宏润建设,宏润建设(002062.SZ)2025年净利润为2.80亿元、较去年同期下降1.14%,2026年4月24日，宏润建设(002062.SZ)发布2025年年报。 　　公司营业总收入为57.46亿元，较去年同报告期营业总收入减少1.77亿元，同比较去年同期下降2.99%。,2026-04-24 17:27:11
002062,宏润建设,宏润建设2025年度归母净利润约2.8亿元 同比下降1.14%,4月23日晚间，宏润建设（002062.SZ）发布年度业绩报告，2025年营业收入约57.46亿元，同比减少2.99%；归属于上市公司股东的净利润约2.8亿元，同比减少1.14%；基本每股收益0.23元，同比减少11.54%。（央广财经）,2026-04-23 23:29:43
002062,宏润建设,宏润建设：2025年归母净利润2.8亿元，同比下降1.14%,宏润建设4月23日公告，2025年实现营业收入57.46亿元，同比下降2.99%；归属于上市公司股东的净利润2.8亿元，上年同期2.83亿元，同比下降1.14%；基本每股收益0.23元。,2026-04-23 22:05:36
002062,宏润建设,宏润建设：关于股东所持公司部分股份解除质押的公告,证券日报网讯 4月21日，宏润建设发布公告称，公司控股股东浙江宏润控股有限公司于2026年4月20日将其持有的3900万股公司股份解除质押，占其所持股份的10.34%，占公司总股本的3.15%。,2026-04-21 20:55:00
688235,百济神州,百济神州：2026年一季度盈利16.08亿元 同比扭亏,中证智能财讯百济神州（688235）5月12日披露2026年第一季度报告。,2026-05-14 09:01:12
688235,百济神州,海外机构调研股名单 百济神州最受关注,根据调研日期截止日统计，近10日（4月27日至5月13日），海外机构对288家上市公司进行调研，其中，百济神州最受关注，被71家海外机构密集调研。,2026-05-13 16:52:00
688235,百济神州,百济神州：百悦达获美国FDA批准治疗复发/难治套细胞淋巴瘤,5月14日早间，百济神州在港交所公告，公司于2026年5月13日（美国东部时间）宣布百悦达®（索托克拉，BEQALZI）获得美国食品药品监督管理局（FDA）加速批准，用于治疗既往接受过至少两线系统治疗（含布鲁顿酪氨酸激酶（BTK）抑制剂）的复发或难治性（R/R）套细胞淋巴瘤（MCL,2026-05-14 07:43:59
688235,百济神州,百济神州拟授出2.54万股受限制股份激励员工,5月13日，百济神州（688235/06160/BGNE）发布公告，2026年5月8日，公司董事会薪酬委员会根据2016期权及激励计划的条款向201名承授人授出合共2.54万股美国存托股份的受限制股份单位。,2026-05-13 17:38:00
688235,百济神州,民银证券：给予百济神州买入评级,民银证券发布关于百济神州（06160.HK）的研报，给予“买入”评级。公司2026Q1营收及利润超预期，泽布替尼全球销售强劲，长期PFS与OS数据显著优于竞品，份额提升空间明确；多管线临床进展顺利，关键催化剂密集。,2026-05-12 15:05:50
688235,百济神州,百济神州：百悦达获美国FDA加速批准用于治疗复发/难治套细胞淋巴瘤,南财智讯5月14日电，百济神州（06160.HK）发布自愿公告，公告基本信息：公司于2026年5月13日（美国东部时间）宣布旗下产品百悦达®（索托克拉，BEQUALZI）获得美国食品药品监督管理局（FDA）加速批准，用于治疗既往接受过至少两线系统治疗（含BTK抑制剂）的复发或难治性套细胞淋巴瘤,2026-05-14 07:34:34
688235,百济神州,海外机构调研股名单 百济神州最受关注,根据调研日期截止日统计，近10日（4月23日至5月11日），海外机构对319家上市公司进行调研，其中，百济神州最受关注，被71家海外机构密集调研。,2026-05-11 17:03:00
688235,百济神州,百济神州：一季度净利润16.08亿元,南财智讯5月11日电，百济神州公告，公司2026年第一季度实现营业收入105.44亿元，同比增长31.0%；利润总额18.13亿元，同比增长1105.4%；归属于上市公司股东的净利润16.08亿元。上年同期为净亏损9450.3万元，同比实现扭亏为盈。,2026-05-11 18:11:51
688235,百济神州,百济神州正式披露2026年一季报：同比扭亏为盈,值得一提的是，百济神州一季度净利润不仅同比实现大幅扭亏为盈，环比2025年第四季度（净利润3.22亿元）也实现了近4倍的增长。 　　就在最近，百济神州举行机构路演活动。,2026-05-11 21:05:00
688235,百济神州,百济神州：百悦达获美国FDA批准；甘李药业：赖脯胰岛素注射液获欧盟委员会上市许可丨医药早参,点评：百悦达获美国FDA批准，进一步验证百济神州的研发实力以及在全球市场的商业化能力。,2026-05-15 07:05:58
603068,博通集成,博通集成：管理层高度重视信息披露和规范运作工作,证券日报网讯 5月8日，博通集成在互动平台回答投资者提问时表示，公司管理层高度重视信息披露和规范运作工作，严格按照《上海证券交易所股票上市规则》《上市公司信息披露管理办法》等法律法规及规范性文件要求履行信息披露义务，同时公司已建立《信息披露管理制度》等相关内部制度，并持续加强法规学习,2026-05-08 19:36:00
603068,博通集成,博通集成：AI眼镜等可穿戴智能终端对低功耗无线连接、音视频数据处理、端侧智能处理以及软硬件协同适配能力提出了较高要求,证券日报网讯 5月8日，博通集成在互动平台回答投资者提问时表示，AI眼镜等可穿戴智能终端对低功耗无线连接、音视频数据处理、端侧智能处理以及软硬件协同适配能力提出了较高要求。,2026-05-08 19:36:00
603068,博通集成,博通集成：2026年一季度净利润1623.33万元,中证智能财讯博通集成（603068）4月29日披露2026年第一季度报告。,2026-05-01 13:11:53
603068,博通集成,博通集成：2025年盈利2223.78万元 拟10派0.1元,中证智能财讯博通集成（603068）4月29日披露2025年年度报告。,2026-04-29 16:09:45
603068,博通集成,博通集成2025年营收增长10.87% 拟10派0.1元,上证报中国证券网讯博通集成4月29日发布2025年度报告，报告期内，实现营业收入91784.71万元，较上年增长10.87%；归属于上市公司股东的净利润2223.78万元，同比扭亏为盈。,2026-04-29 14:10:49
603068,博通集成,博通集成拟每10股派发现金红利0.1元,4月28日，博通集成（603068）发布公告，公司拟向全体股东每10股派发现金红利0.1元（含税），预计总派发金额为152万元，占归母净利润的6.83%。,2026-04-29 11:23:00
603068,博通集成,博通集成(603068.SH)：2025年年报净利润为2223.78万元,2026年4月29日，博通集成(603068.SH)发布2025年年报。 　　公司营业总收入为9.18亿元，在已披露的同业公司中排名第108。归母净利润为2223.78万元，在已披露的同业公司中排名第115。经营活动现金净流入为1.14亿元，在已披露的同业公司中排名第88。,2026-04-29 10:01:34
603068,博通集成,博通集成：2025年净利润2223.78万元，同比增长189.94%,南财智讯4月28日电，博通集成公告，公司2025年实现营业收入91784.71万元，同比增长10.87%；归属于上市公司股东的净利润2223.78万元，同比实现扭亏为盈，增长189.94%；扣除非经常性损益后的净利润为-2770.82万元；经营活动产生的现金流量净额11429.45,2026-04-28 21:30:00
603068,博通集成,博通集成：2025年归母净利润2224万元，同比扭亏为盈,4月28日，博通集成(603068)公布2025年年报，公司营业收入为9.18亿元，同比上升10.9%；归母净利润自去年同期亏损2472万元成功扭亏，实现归母净利润2224万元；扣非归母净利润自去年同期亏损4278万元变为亏损2771万元，亏损额有所减少；经营现金流净额为1.14亿元,2026-04-29 12:46:00
603068,博通集成,博通集成：Q1归母净利润为1623万元，同比下降1.6%,4月28日，博通集成(603068)公布2026年一季报，公司营业收入为3.11亿元，同比上升87.8%；归母净利润为1623万元，同比下降1.6%；扣非归母净利润为1372万元，同比上升414.1%；经营现金流净额为4742万元，同比下降53.7%；EPS(全面摊薄)为0.11元,2026-04-29 12:15:00
688550,瑞联新材,【调研快报】瑞联新材接待投资者网络互动调研,"瑞联新材5月7日公告称，5月6日接待投资者网络互动调研。接待人员包括董事长 刘晓春,董事、总经理 王小伟,副总经理、董事会秘书、总会计师 王银彬,财务负责人 陈涛,独立董事 肖宝强。 　　公司就以下问题进行了回复：问题1:公司未来发展趋势如何? 答:投资者您好!",2026-05-07 19:36:30
688550,瑞联新材,瑞联新材：截至2026年4月30日公司股东人数为10951户,证券日报网讯 5月6日，瑞联新材在互动平台回答投资者提问时表示，截至2026年4月30日公司股东人数为10951户。,2026-05-06 20:03:00
688550,瑞联新材,瑞联新材：电子材料板块业绩增长主要依托三类核心产品,证券日报网4月29日讯 ，瑞联新材在接受调研者提问时表示，电子材料板块业绩增长主要依托三类核心产品：一是PSPI材料，已实现量产并通过境外客户验证，公司正专项投资建设生产线，预计2026-2027年实现大规模放量；二是封装材料，下游客户已通过面板厂商验证并实现量产供货，公司主要负责核心单体供应,2026-04-29 20:47:00
688550,瑞联新材,瑞联新材：公司已规划开展产业投资及并购布局,证券日报网4月29日讯 ，瑞联新材在接受调研者提问时表示，公司已规划开展产业投资及并购布局，目前资金储备充裕。投资重点将聚焦与公司主业具备高度协同性的电子材料、半导体材料领域，积极挖掘优质标的，推动产业资源整合与赛道拓展。,2026-04-29 20:47:00
688550,瑞联新材,瑞联新材：公司2025年股份支付费用超4200万元,证券日报网4月29日讯 ，瑞联新材在接受调研者提问时表示，公司严格按照企业会计准则规范进行会计处理。资产减值主要涉及应收账款及存货两类：应收账款按账龄分析法计提坏账准备，存货按库龄情况计提存货跌价准备，除此以外无其他重大资产减值损失。,2026-04-29 20:49:00
688550,瑞联新材,瑞联新材：公司OLED相关产线以柔性产线为主，可兼容生产OLED及液晶材料,证券日报网4月29日讯 ，瑞联新材在接受调研者提问时表示，公司OLED相关产线以柔性产线为主，可兼容生产OLED及液晶材料，当前产能处于偏紧状态。公司已公告投资8000万元建设OLED中间体及单体募投项目，预计2026年三季度末建成投产。,2026-04-29 21:02:00
688550,瑞联新材,瑞联新材：公司对2026年下半年及2027年OLED市场发展持乐观预期,证券日报网4月29日讯 ，瑞联新材在接受调研者提问时表示，公司对2026年下半年及2027年OLED市场发展持乐观预期，增长驱动力主要体现在三方面：一是手机端OLED渗透率持续提升，苹果计划推出折叠屏手机，将进一步拉动折叠屏智能手机出货量增长；二是显示器面板领域，预计2026年OLED,2026-04-29 20:49:00
688550,瑞联新材,瑞联新材：公司已通过开展远期结售汇业务等方式积极应对汇率波动带来的不确定性,证券日报网4月29日讯 ，瑞联新材在接受调研者提问时表示，公司海外收入占比约70%，业务结算主要以美元计价，汇率波动对公司经营业绩存在实质性影响。为有效管控汇率风险，公司已通过开展远期结售汇业务、与客户协商约定价格调整机制等方式，积极应对汇率波动带来的不确定性。,2026-04-29 20:47:00
688550,瑞联新材,瑞联新材：2026年一季度净利润4365.3万元,中证智能财讯瑞联新材（688550）4月24日披露2026年第一季度报告。,2026-04-24 10:34:53
688550,瑞联新材,瑞联新材拟每10股派发现金红利9元,4月23日，瑞联新材（688550）发布公告，公司拟向全体股东每10股派发现金红利9元（含税），预计派发金额为1.56亿元。 　　2026年一季度，瑞联新材实现收入3.79亿元，归母净利润4365万元。,2026-04-24 09:52:00
002539,云图控股,云图控股：进一步提升原料自给率 强化产业协同和规模效应,5月8日下午，成都云图控股股份有限公司（以下简称“云图控股”）召开2025年度暨2026年第一季度网上业绩说明会，公司副董事长、总裁宋睿在会上表示。,2026-05-08 23:19:00
002539,云图控股,【调研快报】云图控股接待线上参加公司2025年度暨2026年第一季度网上业绩说明会的全体投资者调研,"云图控股5月9日公告称，5月8日接待线上参加公司2025年度暨2026年第一季度网上业绩说明会的全体投资者调研。接待人员包括副董事长、总裁 宋睿,财务负责人 蒋淑萍,董事会秘书 陈银,独立董事 钟扬飞。",2026-05-11 09:34:53
002539,云图控股,云图控股：不存在逾期债务对应的担保,证券日报网讯 5月5日，云图控股发布公告称，截至本公告日，公司未对合并报表外单位提供任何担保，不存在逾期债务对应的担保、涉及诉讼的担保以及因被判决败诉而应承担的担保。,2026-05-05 18:27:00
002539,云图控股,云图控股：一季度净利润3.04亿元，同比增长19.62%,南财智讯4月28日电，云图控股公告，公司2026年第一季度实现营业收入61.02亿元，同比增长6.83%；归属于上市公司股东的净利润3.04亿元，同比增长19.62%；基本每股收益0.25元。,2026-04-28 18:10:00
002539,云图控股,云图控股：阿居洛呷磷矿290万吨/年采选工程，正有序开展巷道开拓、采准工程及辅助配套系统建设,云图控股（002539.SZ）4月22日在投资者互动平台表示，1、公司正积极推动雷波磷矿的建设，其中阿居洛呷磷矿290万吨/年采选工程，正有序开展巷道开拓、采准工程及辅助配套系统建设，现场建设进度稳步推进；牛牛寨东段磷矿400万吨/年采矿工程同步进行巷道建设。,2026-04-22 09:07:52
002539,云图控股,云图控股：公司坚定看好复合肥行业的发展前景,证券日报网4月16日讯 ，云图控股在接受调研者提问时表示，公司坚定看好复合肥行业的发展前景。需求端，在国家粮食安全的战略支撑下，复合肥需求刚性向上。同时，随着农业现代化、种植结构优化以及科学施肥理念的深入，复合肥的市场需求向高效化、功能化、绿色化、定制化转型。,2026-04-16 19:30:00
002539,云图控股,云图控股：2025年黄磷销量5.98万吨，销售收入12.31亿元,证券日报网4月16日讯 ，云图控股在接受调研者提问时表示，公司在四川雷波拥有6万吨的黄磷产能，2025年黄磷销量5.98万吨，销售收入12.31亿元，毛利率达30.44%，较上年同期增长12.94个百分点，盈利能力明显提升。,2026-04-16 19:30:00
002539,云图控股,云图控股：2025年公司磷复肥销量460.17万吨，同比增长10.10%,证券日报网4月16日讯 ，云图控股在接受调研者提问时表示，2025年，公司磷复肥销量460.17万吨，同比增长10.10%；营业收入135.35亿元，同比增长18.42%，营收占比上升7.16个百分点。,2026-04-16 19:30:00
002539,云图控股,云图控股：关于续聘2026年度审计机构的公告,证券日报网讯 4月14日，云图控股发布公告称，公司拟续聘天健会计师事务所（特殊普通合伙）为 2026 年度内部控制和财务审计机构，该事项已经公司 2026 年 4 月 13 日召开的第七届董事会第六次会议审议通过，尚需提交 2025 年年度股东会审议。,2026-04-14 21:41:00
002539,云图控股,云图控股：关于2025年度利润分配预案的公告,证券日报网讯 4月14日，云图控股发布关于2025年度利润分配预案的公告称，公司拟每10股派发现金红利2.00元（含税）。,2026-04-14 21:43:00
603999,读者传媒,读者传媒：一季度净利润同比增长1.5%,每经AI快讯，读者传媒(603999)4月23日披露一季报，公司2026年一季度实现营业收入1.54亿元，同比下降25.24%；归母净利润951.27万元，同比增长1.5%。报告期内，受市场变化及政策调整影响，教辅、图书业务承压；其次系优化业务结构带来的同比变动。,2026-04-23 16:38:36
603999,读者传媒,读者传媒：一季度净利润同比增长1.5%,读者传媒(603999.SH)披露一季报，公司2026年一季度实现营业收入1.54亿元，同比下降25.24%；归母净利润951.27万元，同比增长1.5%。报告期内，受市场变化及政策调整影响，教辅、图书业务承压；其次系优化业务结构带来的同比变动。,2026-04-23 16:36:38
603999,读者传媒,读者传媒：一季度净利润同比增长1.5%,人民财讯4月23日电，读者传媒(603999)4月23日披露一季报，公司2026年一季度实现营业收入1.54亿元，同比下降25.24%；归母净利润951.27万元，同比增长1.5%。报告期内，受市场变化及政策调整影响，教辅、图书业务承压；其次系优化业务结构带来的同比变动。,2026-04-23 16:35:00
603999,读者传媒,读者传媒：一季度扣非净利润增长38.65%,上证报中国证券网讯读者传媒4月23日晚间发布一季报。公司2026年一季度实现营业收入1.54亿元，同比下降25.24%；实现归母净利润951.27万元，同比增长1.5%；扣非净利润794.73万元，同比增长38.65%。,2026-04-23 23:21:39
603999,读者传媒,读者传媒：2026年一季度净利润951.27万元 同比增长1.5%,中证智能财讯读者传媒（603999）4月24日披露2026年第一季度报告。,2026-04-24 09:18:33
603999,读者传媒,读者传媒一季度净利润微增1.5% 营收同比下滑25.24%,读者传媒(603999.SH)于4月23日发布2026年第一季度报告。财报显示，公司该季度实现营业收入1.54亿元，较上年同期下降25.24%；归属于上市公司股东的净利润为951.27万元，同比增长1.5%。,2026-04-23 19:03:46
603999,读者传媒,读者传媒：一季度净利润951.27万元，同比增长1.50%,南财智讯4月23日电，读者传媒公告，公司2026年第一季度实现营业收入1.54亿元，同比下降25.24%；利润总额732.96万元，同比下降7.75%；归属于上市公司股东的净利润951.27万元，同比增长1.50%；归属于上市公司股东的扣除非经常性损益的净利润794.73万元，同比增长,2026-04-23 16:32:00
603999,读者传媒,读者传媒：一季度归母净利润951.27万元，同比增加1.50%,读者传媒4月23日公告，2026年第一季度实现营业收入1.54亿元，同比下降25.24%；归属于上市公司股东的净利润951.27万元，同比增加1.50%；基本每股收益0.017元。,2026-04-23 16:27:58
603999,读者传媒,读者传媒(603999.SH)：2026年一季报净利润为951.27万元、同比较去年同期上涨1.50%,2026年4月24日，读者传媒(603999.SH)发布2026年一季报。 　　公司营业总收入为1.54亿元。归母净利润为951.27万元，较去年同报告期归母净利润增加14.08万元，实现5年连续上涨，同比较去年同期上涨1.50%。经营活动现金净流入为-5959.78万元。,2026-04-24 09:34:13
603999,读者传媒,读者传媒一季度教辅、图书业务承压致营收下滑，经营现金流出同比扩大,4月23日，读者传媒(603999)公布2026年一季报，公司营业收入为1.54亿元，同比下降25.2%；归母净利润为951万元，同比上升1.5%；扣非归母净利润为795万元，同比上升38.6%；经营现金流净额为-5960万元，同比下降12.0%；EPS(全面摊薄)为0.0165元,2026-04-23 21:51:34
001209,洪兴股份,洪兴股份：多位股东减持完毕,南财智讯5月12日电，洪兴股份公告，公司控股股东、实际控制人周德茂、柯国民、郭静璇及其一致行动人汕头润盈、汕头周密于2026年2月12日至2026年5月11日期间，通过集中竞价方式合计减持公司股份127.2419万股，占剔除公司回购专用账户股份数量后总股本的0.99%，本次减持计划已实施完毕,2026-05-12 19:09:51
001209,洪兴股份,度过净利暴跌七成的至暗时刻 洪兴股份今年一季度迎来“开门红”,近日，广东知名家居服饰企业洪兴股份披露2025年年报及2026年一季报。 　　2025年，洪兴股份营收创下上市以来新高，达18.29亿元，同比增长3.07%；经营活动现金流净额增长15.58%至1.49亿元。,2026-05-13 09:38:00
001209,洪兴股份,洪兴股份：2026年一季度净利润2248.09万元 同比增长8.89%,中证智能财讯洪兴股份（001209）4月29日披露2026年第一季度报告。,2026-05-01 12:46:31
001209,洪兴股份,洪兴股份实现上市以来营收“五连增”,同时，根据洪兴股份2025年度利润分配预案，公司拟以实施利润分配方案的股权登记日的总股本剔除回购专用证券账户上已回购股份为分配基数，向全体股东每10股派发现金1.20元（含税）。 　　洪兴股份同步披露2026年第一季度报告，业绩延续增长势头。,2026-04-29 11:17:05
001209,洪兴股份,洪兴股份：营收连续第五年增长 聚焦AI战略,该基金核心围绕洪兴股份主营业务，聚焦贴身衣物全产业链，构建完善产业生态。,2026-04-29 17:28:00
001209,洪兴股份,洪兴股份：关于2025年度利润分配预案的公告,证券日报网讯 4月28日，洪兴股份发布关于2025年度利润分配预案的公告称，公司拟每10股派发现金1.20元（含税）。,2026-04-28 21:48:00
001209,洪兴股份,洪兴股份：2025年净利润2105.49万元 拟10派1.2元,中证智能财讯洪兴股份（001209）4月29日披露2025年年度报告。,2026-04-29 16:01:45
001209,洪兴股份,洪兴股份：一季度净利润2248.09万元，同比增长8.89%,南财智讯4月28日电，洪兴股份公告，公司2026年第一季度实现营业收入4.79亿元，同比增长8.19%；归属于上市公司股东的净利润2248.09万元，同比增长8.89%；基本每股收益0.17元。,2026-04-28 19:07:00
001209,洪兴股份,洪兴股份：2025年净利润2105.49万元，同比减少73.77%,南财智讯4月28日电，洪兴股份公告，公司2025年实现营业收入18.29亿元，同比增长3.07%；归属于上市公司股东的净利润2105.49万元，同比减少73.77%；归属于上市公司股东的扣除非经常性损益的净利润1436.73万元，同比减少64.43%；经营活动产生的现金流量净额1.49,2026-04-28 19:04:00
001209,洪兴股份,较去年同期下降73.77%，洪兴股份(001209.SZ)2025年净利润为2105.49万元,2026年4月29日，洪兴股份(001209.SZ)发布2025年年报。 　　公司营业总收入为18.29亿元。归母净利润为2105.49万元，在已披露的同业公司中排名第37，较去年同报告期归母净利润减少5921.95万元，同比较去年同期下降73.77%。,2026-04-29 13:23:10
300641,正丹股份,正丹股份：公司与生益科技、华正新材均无直接业务合作关系,证券日报网讯 5月14日，正丹股份在互动平台回答投资者提问时表示，公司与生益科技、华正新材均无直接业务合作关系。公司TMA产品下游客户群体较多，因客户的下游应用涉及其商业秘密，具体应用公司无法一一确认。,2026-05-14 21:33:00
300641,正丹股份,正丹股份：公司产品价格随市场情况动态调整,证券日报网讯 5月13日，正丹股份在互动平台回答投资者提问时表示，公司产品价格随市场情况动态调整，目前公司生产运营稳定，偏苯三酸酐现有产能为8.5万吨/年，扩产项目正在进行中。,2026-05-13 21:26:00
300641,正丹股份,【调研快报】正丹股份接待线上参与正丹股份2025年度网上业绩说明会的投资者调研,"正丹股份5月12日公告称，5月12日接待线上参与正丹股份2025年度网上业绩说明会的投资者调研。接待人员包括董事长 曹正国,董事、总经理 曹翠琼,财务总监 曹桂云,董事会秘书 李铁钢,独立董事 范明。",2026-05-12 20:22:37
300641,正丹股份,正丹股份：目前公司与生益科技、华正新材均无直接业务合作关系,每经AI快讯，正丹股份（300641.SZ）5月14日在投资者互动平台表示，截至目前，公司与生益科技、华正新材均无直接业务合作关系。公司TMA产品下游客户群体较多，因客户的下游应用涉及其商业秘密，具体应用公司无法一一确认。,2026-05-14 17:02:07
300641,正丹股份,正丹股份：目前公司生产运营稳定，偏苯三酸酐现有产能为8.5万吨/年，扩产项目正在进行中,正丹股份（300641.SZ）5月13日在投资者互动平台表示，公司产品价格随市场情况动态调整，目前公司生产运营稳定，偏苯三酸酐现有产能为8.5万吨/年，扩产项目正在进行中。公司2026年一季度业绩较上年同期回落，主要系上年同期主要产品价格处于高位，本期销售均价较上年同期有所回落。,2026-05-13 16:17:08
300641,正丹股份,正丹股份：2026年一季度净利润6717.64万元 同比下降82.71%,中证智能财讯正丹股份（300641）4月28日披露2026年第一季度报告。,2026-05-01 19:33:28
300641,正丹股份,机构风向标 | 正丹股份(300641)2026年一季度已披露持仓机构仅5家,2026年4月28日，正丹股份(300641.SZ)发布2026年第一季报。截至2026年4月30日，共有5个机构投资者披露持有正丹股份A股股份，合计持股量达2.99亿股，占正丹股份总股本的56.90%。,2026-05-01 09:13:40
300641,正丹股份,正丹股份2025年年报：财务结构坚实稳健，高额分红彰显长期信心,展望未来，随着绿色化项目落地与全球布局深化，正丹股份将继续凭借其稳健的经营基本面和清晰的发展战略，为股东创造可持续的长期价值。（CIS）,2026-04-28 13:01:19
300641,正丹股份,正丹股份(300641.SZ)2025年净利润为7.14亿元、较去年同期下降39.98%,2026年4月25日，正丹股份(300641.SZ)发布2025年年报。 　　公司营业总收入为22.91亿元，较去年同报告期营业总收入减少11.90亿元，同比较去年同期下降34.19%。,2026-04-27 16:41:57
300641,正丹股份,正丹股份：2025年净利润7.14亿元，同比减少39.98%,南财智讯4月24日电，正丹股份公告，公司2025年实现营业收入22.91亿元，同比下降34.19%；归属于上市公司股东的净利润7.14亿元，同比减少39.98%；基本每股收益1.36元，同比下降42.13%；经营活动产生的现金流量净额11.10亿元，同比增长24.52%。,2026-04-24 19:39:00
001395,亚联机械,亚联机械：截至2026年5月8日持有人户数为9554户,证券日报网讯 5月12日，亚联机械在互动平台回答投资者提问时表示，截至2026年5月8日公司持有人户数为9554户。,2026-05-12 16:12:00
001395,亚联机械,亚联机械：截至2026年4月30日公司持有人户数为9386户,证券日报网讯 5月6日，亚联机械在互动平台回答投资者提问时表示，截至2026年4月30日公司持有人户数为9386户。,2026-05-06 20:52:00
001395,亚联机械,亚联机械：2026年一季度净利润4703.34万元,中证智能财讯亚联机械（001395）4月24日披露2026年第一季度报告。,2026-04-24 09:25:18
001395,亚联机械,亚联机械：2026年第一季度报告,证券日报网讯 4月23日，亚联机械发布2026年第一季度报告称，公司2026年第一季度实现营业收入187，622，086.52元，同比下降8.69%；归属于上市公司股东的净利润47，033，432.55元，同比下降18.35%。,2026-04-23 19:30:00
001395,亚联机械,亚联机械(001395.SZ)：2025年年报净利润为1.87亿元,2026年4月24日，亚联机械(001395.SZ)发布2025年年报。 　　公司营业总收入为8.01亿元，在已披露的同业公司中排名第83，较去年同报告期营业总收入减少6417.03万元，同比较去年同期下降7.42%。归母净利润为1.87亿元。,2026-04-24 10:19:09
001395,亚联机械,亚联机械：一季度净利润4703.34万元，同比减少18.35%,南财智讯4月23日电，亚联机械公告，公司2026年第一季度实现营业收入1.88亿元，同比下降8.69%；归属于上市公司股东的净利润4703.34万元，同比减少18.35%；经营活动产生的现金流量净额7705.67万元，上年同期为-3230.39万元。,2026-04-23 16:56:00
001395,亚联机械,亚联机械：2025年净利润1.87亿元，同比增长20.93%,南财智讯4月23日电，亚联机械公告，公司2025年实现营业收入8.01亿元，同比下降7.42%；归属于上市公司股东的净利润1.87亿元，同比增长20.93%；基本每股收益2.19元，同比下降7.20%。经营活动产生的现金流量净额为2088.75万元，同比减少91.28%。,2026-04-23 16:58:00
001395,亚联机械,亚联机械公布2025年度分配预案：拟10转增3派10元（含税）,4月23日亚联机械发布2025年度分配预案，拟10转增3派10元（含税）。,2026-04-23 22:24:00
001395,亚联机械,亚联机械：一季度归母净利润4703.34万元，同比下滑18.35%,亚联机械4月23日公告，2026年第一季度实现营业收入1.88亿元，同比下降8.69%；归属于上市公司股东的净利润4703.34万元，同比下滑18.35%；基本每股收益0.5391元。,2026-04-23 16:55:27
001395,亚联机械,亚联机械：2025年净利润同比增长20.93% 拟10转3股派10元,中证智能财讯亚联机械（001395）4月24日披露2025年年度报告。,2026-04-23 21:54:40
603221,爱丽家居,爱丽家居：2026年一季度实现营业总收入2.82亿元,中证智能财讯爱丽家居（603221）4月29日披露2026年第一季度报告。,2026-05-01 11:44:46
603221,爱丽家居,爱丽家居：一季度净亏损1482.77万元,南财智讯4月28日电，爱丽家居公告，公司2026年第一季度实现营业收入2.82亿元，同比下降9.21%；归属于上市公司股东的净利润为-1482.77万元，同比减少166.88%；利润总额为-2127.85万元，同比减少219.87%；经营活动产生的现金流量净额为-4048.25万元,2026-04-28 16:25:00
603221,爱丽家居,爱丽家居：关于开展外汇套期保值业务的公告,证券日报网讯 4月27日，爱丽家居发布公告称，2026 年 4 月 27 日公司召开了第三届董事会第十八次会议，审议通过了《关于 2026 年度远期结售汇、外汇期权等业务额度预计的议案》，公司（含各子公司）拟进行外汇套期保值业务的交易金额累计不超过 10，000万美元（或等值其他货币,2026-04-27 20:22:00
603221,爱丽家居,爱丽家居：关于续聘会计师事务所的公告,证券日报网讯 4月27日，爱丽家居发布公告称，公司于2026年4月27日召开第三届董事会第十八次会议审议通过了《关于公司聘任2026年度审计机构的议案》，同意续聘公证天业会计师事务所（特殊普通合伙）为公司2026年度财务报告和内部控制审计机构，任期自股东会通过之日起至公司2026年年度股东会召开之日止,2026-04-27 20:41:00
