代码,名称
920119,美德乐
300948,冠中生态
601619,嘉泽新能
603032,德新科技
600763,通策医疗
002332,仙琚制药
002122,ST汇洲
002137,实益达
301262,海看股份
000599,青岛双星
920033,康普化学
002092,中泰化学
920159,农大科技
002989,中天精装
603657,春光科技
002343,慈文传媒
300098,高新兴
600556,天下秀
300187,永清环保
301155,海力风电
601011,宝泰隆
600477,杭萧钢构
600691,潞化科技
601608,中信重工
301299,卓创资讯
688728,格科微
301399,英特科技
600900,长江电力
002488,金固股份
002822,ST中装
002733,雄韬股份
605009,豪悦护理
002987,京北方
300047,天源迪科
301680,固德电材
605588,冠石科技
920834,三维装备
300320,海达股份
920720,吉冈精密
688648,中邮科技
600470,六国化工
603261,*ST立航
300677,英科医疗
300543,朗科智能
002921,联诚精密
300847,中船汉光
001225,和泰机电
002696,百洋股份
688280,精进电动-W
688249,晶合集成
300606,金太阳
920950,迅安科技
688337,普源精电
600015,华夏银行
688576,西山科技
300604,长川科技
601188,龙江交通
920564,天润科技
920110,雷特科技
600967,内蒙一机
603868,飞科电器
603286,日盈电子
300054,鼎龙股份
300749,顶固集创
001234,泰慕士
300301,ST长方
603800,洪田股份
603567,珍宝岛
002185,华天科技
605136,丽人丽妆
605168,三人行
920027,交大铁发
600679,上海凤凰
300254,仟源医药
002223,鱼跃医疗
603815,交建股份
002242,九阳股份
920239,长虹能源
688315,诺禾致源
301291,明阳电气
301177,迪阿股份
000509,华塑控股
600020,中原高速
603284,林平发展
301428,世纪恒通
603000,人民网
002787,华源控股
002830,名雕股份
600054,黄山旅游
300437,清水源
300348,长亮科技
300745,欣锐科技
002393,力生制药
300364,中文在线
600593,大连圣亚
002549,凯美特气
300556,丝路视觉
002221,东华能源
600197,伊力特
300173,ST福能
002937,兴瑞科技
920768,拾比佰
002798,帝欧水华
002166,莱茵生物
600366,宁波韵升
601727,上海电气
688567,孚能科技
300977,深圳瑞捷
603171,税友股份
603880,南卫股份
600742,富维股份
000912,泸天化
603409,汇通控股
603131,上海沪工
603180,金牌家居
605033,美邦股份
000032,深桑达Ａ
600797,浙大网新
300462,ST华铭
688571,杭华股份
300939,秋田微
603233,大参林
688509,正元地信
688252,天德钰
603161,科华控股
002687,乔治白
301020,密封科技
300071,福石控股
920160,北矿检测
688520,神州细胞
000042,中洲控股
301163,宏德股份
603969,银龙股份
300833,浩洋股份
002016,世荣兆业
300540,蜀道装备
002605,姚记科技
601816,京沪高铁
301236,软通动力
300315,掌趣科技
002215,诺 普 信
300542,新晨科技
600479,千金药业
688233,神工股份
300275,梅安森
605369,拱东医疗
301528,多浦乐
300092,科新机电
688221,前沿生物-U
002953,日丰股份
688501,青达环保
603196,璞源材料
600558,大西洋
300471,厚普股份
001312,福恩股份
300757,罗博特科
300153,科泰电源
300299,富春股份
601026,道生天合
688211,中科微至
603348,文灿股份
600573,惠泉啤酒
000880,潍柴重机
000983,山西焦煤
603339,四方科技
000159,国际实业
603325,博隆技术
300949,奥雅股份
000651,格力电器
688128,中国电研
002882,金龙羽
601038,一拖股份
301380,挖金客
301548,崇德科技
001378,德冠新材
002860,星帅尔
600007,中国国贸
300469,信息发展
002287,奇正藏药
002722,物产金轮
920866,绿亨科技
300219,鸿利智汇
002990,盛视科技
600373,中文传媒
603259,药明康德
000626,远大控股
000635,英 力 特
605358,立昂微
600756,浪潮软件
603368,柳药集团
603225,新凤鸣
002783,凯龙股份
603065,宿迁联盛
688399,硕世生物
688297,中无人机
603843,*ST正平
002685,华东重机
300561,*ST汇科
301047,义翘神州
605377,华旺科技
603813,*ST原尚
301273,瑞晨环保
603659,璞泰来
002111,威海广泰
300810,中科海讯
002900,哈三联
301102,兆讯传媒
300404,博济医药
605338,巴比食品
301581,黄山谷捷
920415,恒拓开源
300600,国瑞科技
688253,英诺特
688393,安必平
000411,英特集团
688591,泰凌微
300616,尚品宅配
688197,首药控股-U
002846,英联股份
301330,熵基科技
605589,圣泉集团
002401,中远海科
600753,*ST海钦
600216,浙江医药
300716,*ST泉为
300826,测绘股份
301066,万事利
002654,万润科技
688082,盛美上海
301509,金凯生科
688030,山石网科
600539,狮头股份
300170,汉得信息
600211,西藏药业
300829,金丹科技
603257,中国瑞林
301622,英思特
603356,华菱精工
301325,曼恩斯特
603888,新华网
002741,光华科技
603048,浙江黎明
600714,金瑞矿业
600262,北方股份
003011,海象新材
688338,赛科希德
688077,大地熊
600096,云天化
002149,西部材料
300520,科大国创
688202,美迪西
301152,天力锂能
002396,星网锐捷
300723,一品红
301315,威士顿
301087,可孚医疗
002847,盐津铺子
002881,美格智能
300700,岱勒新材
003029,吉大正元
600269,赣粤高速
600583,海油工程
300074,华平股份
600398,海澜之家
920163,方大新材
002563,森马服饰
600409,三友化工
600039,四川路桥
300824,北鼎股份
001260,坤泰股份
600011,华能国际
001216,华瓷股份
300498,温氏股份
300568,星源材质
600339,中油工程
603258,电魂网络
600136,ST明诚
002739,儒意电影
003016,欣贺股份
002105,信隆健康
000723,美锦能源
300694,蠡湖股份
688287,*ST观典
002021,中捷资源
000703,恒逸石化
603101,汇嘉时代
601369,陕鼓动力
600284,浦东建设
600281,华阳新材
300957,贝泰妮
603176,汇通集团
603235,天新药业
920781,瑞奇智造
300180,华峰超纤
600169,ST太重
600273,嘉化能源
002811,郑中设计
600195,中牧股份
002027,分众传媒
920931,无锡鼎邦
605266,健之佳
000868,安凯客车
000543,皖能电力
920942,恒立钻具
000558,天府文旅
920627,力王股份
603213,镇洋发展
600686,金龙汽车
603167,渤海轮渡
603998,方盛制药
600642,申能股份
920099,瑞华技术
300079,数码视讯
300416,苏试试验
688707,振华新材
002241,歌尔股份
002269,美邦服饰
002492,恒基达鑫
600715,文投控股
603955,大千生态
920047,诺思兰德
300110,华仁药业
002444,巨星科技
600869,远东股份
603977,国泰集团
920098,科隆新材
300094,国联水产
688032,禾迈股份
688015,交控科技
002224,三 力 士
300451,创业慧康
600582,天地科技
002790,瑞尔特
603137,恒尚节能
603121,华培动力
600523,贵航股份
601916,浙商银行
688733,壹石通
000949,新乡化纤
002537,海联金汇
600567,山鹰国际
603818,曲美家居
300072,海新能科
002256,兆新股份
002517,恺英网络
688671,碧兴物联
000966,长源电力
688631,莱斯信息
001239,永达股份
300039,上海凯宝
300043,星辉娱乐
688121,卓然股份
002238,天威视讯
300932,三友联众
301215,中汽股份
688271,联影医疗
001238,浙江正特
301366,一博科技
688379,华光新材
688259,创耀科技
688157,松井股份
605133,嵘泰股份
002422,科伦药业
603355,莱克电气
301195,北路智控
301557,常友科技
600980,北矿科技
002311,海大集团
300678,中科信息
688351,微电生理
920166,海圣医疗
920242,建邦科技
300759,康龙化成
301302,华如科技
002862,实丰文化
301535,浙江华远
301153,中科江南
301168,通灵股份
920599,同力股份
920346,威贸电子
600353,旭光电子
600079,ST人福
002633,申科股份
300298,三诺生物
300174,元力股份
300936,中英科技
603208,江山欧派
603195,公牛集团
300203,聚光科技
002595,豪迈科技
001219,青岛食品
300481,濮阳惠成
920855,浙江大农
688475,萤石网络
603298,杭叉集团
000948,南天信息
301321,翰博高新
002855,捷荣技术
301386,未来电器
605008,长鸿高科
603768,常青股份
000990,诚志股份
920807,奔朗新材
003000,劲仔食品
000712,锦龙股份
002001,新 和 成
002189,中光学
920112,巴兰仕
002895,川恒股份
688443,智翔金泰-U
300456,赛微电子
002454,松芝股份
301348,蓝箭电子
002530,金财互联
601166,兴业银行
301135,瑞德智能
920914,远航精密
688435,英方软件
002054,德美化工
600486,扬农化工
920339,恒太照明
600114,东睦股份
603839,安正时尚
603889,新澳股份
301202,朗威股份
600721,百花医药
002363,隆基机械
600012,皖通高速
301633,港迪技术
920455,汇隆活塞
688796,百奥赛图
002177,御银股份
002817,黄山胶囊
002404,嘉欣丝绸
300562,乐心医疗
300326,ST凯利
601808,中海油服
002324,普利特
002538,ST司特
002382,蓝帆医疗
301032,新柴股份
002909,集泰股份
601811,新华文轩
600886,国投电力
002493,荣盛石化
002737,葵花药业
601328,交通银行
002194,武汉凡谷
603075,热威股份
300729,乐歌股份
688176,亚虹医药-U
002652,扬子新材
601838,成都银行
300025,华星创业
600777,*ST新潮
600229,城市传媒
301063,海锅股份
002322,理工能科
301439,泓淋电力
920012,创达新材
600603,广汇物流
600919,江苏银行
002438,江苏神通
605577,龙版传媒
002614,奥佳华
000521,长虹美菱
600825,新华传媒
688302,海创药业-U
600635,大众公用
301383,天键股份
688768,容知日新
603159,上海亚虹
301501,恒鑫生活
605287,德才股份
000828,东莞控股
002772,众兴菌业
003007,直真科技
920925,锦好医疗
301096,百诚医药
603810,丰山集团
002659,凯文教育
603648,畅联股份
600795,国电电力
300145,南方泵业
688592,司南导航
600018,上港集团
300181,佐力药业
601668,中国建筑
603690,至纯科技
002802,洪汇新材
920790,联迪信息
002329,皇氏集团
000028,国药一致
688378,奥来德
003015,日久光电
001317,三羊马
300771,智莱科技
002901,大博医疗
003003,天元股份
600309,万华化学
600925,苏能股份
603192,汇得科技
920871,派特尔
603096,新经典
603112,华翔股份
300925,法本信息
920523,德瑞锂电
300559,佳发教育
603629,利通电子
920837,华原股份
600843,上工申贝
600571,信雅达
920553,凯腾精工
600650,锦江在线
920271,邦德股份
300541,先进数通
300459,汤姆猫
300676,华大基因
002755,奥赛康
600392,盛和资源
301038,深水规院
301036,双乐股份
603201,常润股份
002142,宁波银行
002543,万和电气
603906,龙蟠科技
600630,龙头股份
688109,品茗科技
301618,长联科技
600792,云煤能源
300527,ST应急
603665,康隆达
600222,太龙药业
300823,建科智能
600035,楚天高速
300056,中创环保
002366,融发核电
688670,金迪克
601098,中南传媒
000610,*ST西旅
600740,山西焦化
000698,ST沈化
002523,天桥起重
600350,山东高速
603335,迪生力
002662,峰璟股份
601015,陕西黑猫
000902,新洋丰
002819,东方中科
301277,新天地
002700,万憬能源
300272,开能健康
600794,保税科技
603327,福蓉科技
001322,箭牌家居
603087,甘李药业
603086,先达股份
920693,阿为特
688327,云从科技-UW
002077,大港股份
600461,洪城环境
002399,海普瑞
000553,安道麦A
002425,凯撒文化
301221,光庭信息
600478,科力远
601599,浙文影业
600830,香溢融通
300805,电声股份
600521,华海药业
000906,浙商中拓
688358,祥生医疗
603458,勘设股份
300284,苏交科
603036,如通股份
002282,博深股份
688010,福光股份
000026,飞亚达
002714,牧原股份
002381,双箭股份
001208,华菱线缆
603232,格尔软件
600469,风神股份
600063,皖维高新
603214,爱婴室
002127,南极电商
301097,天益医疗
600846,同济科技
002331,皖通科技
688016,心脉医疗
300162,雷曼光电
301517,陕西华达
601633,长城汽车
000301,东方盛虹
601229,上海银行
300996,普联软件
300446,航天智造
920445,龙竹科技
002718,友邦吊顶
000726,鲁  泰Ａ
300048,合康新能
688778,厦钨新能
002250,联化科技
301141,中科磁业
000530,冰山冷热
000848,承德露露
605378,野马电池
603322,超讯通信
300122,智飞生物
920057,百甲科技
301001,凯淳股份
920856,浩淼科技
600674,川投能源
688433,华曙高科
603682,锦和商管
688522,纳睿雷达
002337,赛象科技
002800,天顺股份
603055,台华新材
000545,金浦钛业
301019,宁波色母
000625,长安汽车
603089,正裕工业
600249,两面针
688059,华锐精密
603551,奥普科技
002661,克明食品
300205,*ST天喻
600410,华胜天成
000927,中国铁物
002622,皓宸医疗
301289,国缆检测
002863,今飞凯达
001202,炬申股份
002973,侨银股份
601009,南京银行
603836,海程邦达
920392,佳合科技
300413,芒果超媒
300987,川网传媒
300712,永福股份
301040,中环海陆
603976,正川股份
002917,金奥博
300340,科恒股份
002388,新亚制程
300522,世名科技
301448,开创电气
002200,*ST交投
688196,卓越新能
002827,高争民爆
002284,亚太股份
920075,柏星龙
688783,西安奕材-U
002103,广博股份
920821,则成电子
920267,鑫汇科
603506,南都物业
601169,北京银行
920651,天罡股份
300450,先导智能
002941,新疆交建
301687,新广益
600028,中国石化
002607,中公教育
000425,徐工机械
920974,凯大催化
300160,秀强股份
002043,兔 宝 宝
301300,远翔新材
301339,通行宝
600168,武汉控股
002947,恒铭达
301429,森泰股份
601900,南方传媒
301115,联检科技
002394,联发股份
300439,美康生物
603382,海阳科技
002666,德联集团
601595,上海电影
301133,金钟股份
300950,德固特
603995,甬金股份
688781,视涯科技-UW
300868,杰美特
000970,中科三环
301263,泰恩康
002572,索菲亚
688210,统联精密
688626,翔宇医疗
600036,招商银行
600661,昂立教育
300985,致远新能
002305,*ST南置
603070,万控智造
688070,纵横股份
688692,达梦数据
300512,中亚股份
001277,速达股份
601886,江河集团
300468,四方精创
600624,ST复华
002651,利君股份
920039,国义招标
000796,凯撒旅业
301606,绿联科技
000096,广聚能源
603276,恒兴新材
920792,东和新材
603566,普莱柯
002903,宇环数控
301353,普莱得
301015,百洋医药
600778,友好集团
920146,华阳变速
002219,新里程
301560,众捷汽车
300673,佩蒂股份
000034,神州数码
301211,亨迪药业
300022,吉峰科技
300845,捷安高科
603111,康尼机电
300813,泰林生物
603300,海南华铁
920407,驰诚股份
300998,宁波方正
300176,鸿特科技
001296,长江材料
603719,良品铺子
603211,晋拓股份
002373,千方科技
000570,苏常柴Ａ
688177,百奥泰
600572,康恩贝
688029,南微医学
603268,松发股份
600993,马应龙
605020,永和股份
603656,泰禾智能
688570,天玛智控
002641,公元股份
002757,南兴股份
000567,海德股份
688395,正弦电气
920208,青矩技术
003040,楚天龙
600371,万向德农
688455,科捷智能
600684,珠江股份
300780,德恩精工
300266,兴源环境
300891,惠云钛业
600231,凌钢股份
603341,龙旗科技
688173,希荻微
603600,永艺股份
603136,天目湖
600153,建发股份
603283,赛腾股份
601998,中信银行
002020,京新药业
688151,华强科技
300473,德尔股份
603528,多伦科技
603057,紫燕食品
301522,上大股份
001222,源飞宠物
600609,金杯汽车
603679,华体科技
300194,福安药业
688076,ST诺泰
300789,唐源电气
603033,三维股份
002232,启明信息
300448,浩云科技
000812,陕西金叶
603828,*ST利达
920171,志晟信息
688505,复旦张江
688420,美腾科技
300546,雄帝科技
301508,中机认检
600959,江苏有线
003008,开普检测
600587,新华医疗
688292,浩瀚深度
003010,若羽臣
688687,凯因科技
002809,红墙股份
002813,路畅科技
300244,迪安诊断
688117,圣诺生物
605368,蓝天燃气
002086,东方海洋
300399,天利科技
601921,浙版传媒
920802,保丽洁
688212,澳华内镜
300086,康芝药业
002925,盈趣科技
002828,贝肯能源
600226,亨通股份
300584,海辰药业
300096,ST易联众
600162,香江控股
002084,海鸥住工
000001,平安银行
002172,澳洋健康
920509,同惠电子
002893,京能热力
600617,国新能源
600955,维远股份
300760,迈瑞医疗
000822,山东海化
002752,昇兴股份
688459,哈铁科技
301048,金鹰重工
603113,金能科技
688325,赛微微电
002033,丽江股份
000055,方大集团
920016,中草香料
920642,通易航天
300332,天壕能源
600597,光明乳业
600391,航发科技
301052,果麦文化
920344,三元基因
603970,中农立华
300157,新锦动力
300702,天宇股份
002660,茂硕电源
605398,新炬网络
603236,移远通信
605117,德业股份
000777,中核科技
301318,维海德
301238,瑞泰新材
920427,华维设计
600941,中国移动
920198,微创光电
301170,锡南科技
600653,申华控股
301268,铭利达
603599,广信股份
688439,振华风光
600315,上海家化
003038,鑫铂股份
300811,铂科新材
301512,智信精密
300881,盛德鑫泰
002542,*ST中岩
688236,春立医疗
603605,珀莱雅
300496,中科创达
002353,杰瑞股份
688696,极米科技
600987,航民股份
301571,国科天成
002642,荣联科技
002468,申通快递
688084,晶品特装
688398,赛特新材
300586,美联新材
300635,中达安
600320,振华重工
301190,善水科技
002535,林州重机
002362,汉王科技
920149,旭杰科技
002052,同洲电子
001388,信通电子
600761,安徽合力
603557,*ST起步
688293,奥浦迈
301251,威尔高
000631,顺发恒能
600228,*ST返利
300242,佳云科技
300675,建科院
000928,中钢国际
603383,顶点软件
600276,恒瑞医药
920395,朗鸿科技
600887,伊利股份
688357,建龙微纳
300132,青松股份
688080,映翰通
603205,健尔康
000030,富奥股份
300248,新开普
920017,星昊医药
600562,国睿科技
603029,天鹅股份
600754,锦江酒店
688296,和达科技
600863,华能蒙电
603069,海汽集团
600303,曙光股份
603281,江瀚新材
002413,雷科防务
688508,芯朋微
002004,华邦健康
603206,嘉环科技
002742,三圣股份
002519,银河电子
002677,浙江美大
301565,中仑新材
002949,华阳国际
603183,建研院
600148,长春一东
300002,神州泰岳
600025,华能水电
600600,青岛啤酒
002644,佛慈制药
603170,宝立食品
000421,南京公用
300865,大宏立
002267,陕天然气
600066,XD宇通客
300941,创识科技
600037,歌华有线
001386,马可波罗
000400,许继电气
000504,*ST生物
000099,中信海直
600177,雅戈尔
600966,博汇纸业
688425,铁建重工
920006,晟楠科技
600501,航天晨光
300013,新宁物流
002367,康力电梯
300979,华利集团
600881,亚泰集团
002210,飞马国际
688069,德林海
300458,全志科技
688265,南模生物
000931,中 关 村
300045,华力创通
600706,曲江文旅
601500,通用股份
002589,瑞康医药
002156,通富微电
300091,*ST金灵
300003,乐普医疗
688506,百利天恒
603230,内蒙新华
600579,中化装备
002682,龙洲股份
920608,丰安股份
301091,深城交
688232,新点软件
001300,三柏硕
688699,明微电子
603182,嘉华股份
002657,中科金财
688171,纬德信息
601113,华鼎股份
301331,恩威医药
000892,欢瑞世纪
300166,东方国信
300920,润阳科技
920116,星图测控
301369,联动科技
600171,上海贝岭
300218,安利股份
300371,汇中股份
603043,广州酒家
002481,双塔食品
688309,恒誉环保
300741,华宝股份
600519,贵州茅台
300206,理邦仪器
002724,海洋王
300182,捷成股份
600098,广州发展
600056,中国医药
603329,上海雅仕
601618,中国中冶
002296,辉煌科技
600527,江南高纤
920799,艾融软件
603787,新日股份
002767,先锋电子
603689,皖天然气
688589,力合微
000656,*ST金科
300966,共同药业
600648,外高桥
300872,天阳科技
600101,明星电力
603022,新通联
002014,永新股份
300171,东富龙
002239,奥特佳
002891,中宠股份
688186,广大特材
002115,三维通信
920478,峆一药业
001314,亿道信息
002555,三七互娱
600908,无锡银行
000409,云鼎科技
605180,华生科技
601700,风范股份
603027,千禾味业
600332,白云山
001323,慕思股份
300235,方直科技
600884,杉杉股份
000650,仁和药业
688251,井松智能
002550,千红制药
002097,山河智能
002451,摩恩电气
601005,重庆钢铁
300928,华安鑫创
600179,安通控股
601077,渝农商行
002681,奋达科技
600968,海油发展
000938,紫光股份
300688,创业黑马
003042,中农联合
002647,仁东控股
002753,永东股份
001308,康冠科技
002674,兴业科技
600926,杭州银行
603788,宁波高发
920130,立方控股
000937,冀中能源
600463,空港股份
603297,永新光学
300590,移为通信
600403,大有能源
002134,天津普林
600031,三一重工
601399,国机重装
002749,国光股份
300814,中富电路
600707,彩虹股份
300257,开山股份
601827,三峰环境
300318,博晖创新
001328,登康口腔
603296,华勤技术
301589,诺瓦星云
002864,盘龙药业
603633,徕木股份
688489,三未信安
300148,天舟文化
002244,滨江集团
300414,中光防雷
002333,罗普斯金
300886,华业香料
000520,凤凰航运
688659,元琛科技
600681,百川能源
600735,ST新华锦
920504,博迅生物
301062,上海艾录
601311,骆驼股份
300126,锐奇股份
301332,德尔玛
603158,腾龙股份
301335,天元宠物
301468,博盈特焊
002507,涪陵榨菜
300350,华鹏飞
001213,中铁特货
600713,南京医药
000731,四川美丰
002490,山东墨龙
001299,美能能源
300753,爱朋医疗
001387,雪祺电气
002007,华兰生物
600526,菲达环保
920729,永顺生物
002955,鸿合科技
002899,英派斯
300155,安居宝
603391,力聚热能
002275,桂林三金
600439,瑞贝卡
601058,赛轮轮胎
600654,中安科
002635,安洁科技
002146,荣盛发展
301208,中亦科技
600422,昆药集团
002079,苏州固锝
301113,雅艺科技
001396,誉帆科技
600283,钱江水利
300073,当升科技
688551,科威尔
002190,成飞集成
920419,路斯股份
600233,圆通速递
603607,京华激光
301362,民爆光电
603187,海容冷链
002372,伟星新材
002905,金逸影视
688608,恒玄科技
301231,荣信文化
002831,裕同科技
603755,日辰股份
300306,远方信息
600062,华润双鹤
603135,中重科技
002676,顺威股份
688798,艾为电子
300516,久之洋
688209,英集芯
601390,中国中铁
605066,天正电气
300078,思创智联
600831,广电网络
601665,齐鲁银行
920682,球冠电缆
301355,南王科技
600998,九州通
002852,道道全
300750,宁德时代
002090,金智科技
300828,锐新科技
603138,海量数据
000915,华特达因
600279,重庆港
600543,*ST莫高
601368,绿城水务
600995,南网储能
301503,智迪科技
688318,财富趋势
300501,海顺新材
600575,淮河能源
601360,三六零
600839,四川长虹
603700,宁水集团
301678,新恒汇
002748,世龙实业
300547,川环科技
000810,创维数字
603237,五芳斋
300167,ST迪威迅
600505,西昌电力
603366,日出东方
603332,苏州龙杰
002771,真视通
002360,ST同德
600637,东方明珠
603102,百合股份
002873,新天药业
605003,众望布艺
601398,工商银行
600305,恒顺醋业
600493,凤竹纺织
000156,华数传媒
600016,民生银行
603568,伟明环保
603701,德宏股份
301136,招标股份
300859,西域旅游
002609,捷顺科技
002678,珠江钢琴
920885,星辰科技
300717,华信新材
688600,皖仪科技
301632,广东建科
688578,艾力斯
601766,中国中车
002303,美盈森
301272,英华特
300355,蒙草生态
000488,ST晨鸣
301060,兰卫医学
300555,ST路通
603713,密尔克卫
002907,华森制药
300530,领湃科技
601990,南京证券
002727,一心堂
600106,重庆路桥
000526,学大教育
002688,金河生物
600319,亚星化学
300724,捷佳伟创
000670,盈方微
301126,达嘉维康
301390,经纬股份
300517,海波重科
002055,ST得润
600511,国药股份
300020,ST银江
688027,国盾量子
002314,南山控股
301533,威马农机
300358,楚天科技
002420,毅昌科技
601065,江盐集团
002093,国脉科技
300968,格林精密
300795,米奥会展
002312,川发龙蟒
688247,宣泰医药
002999,天禾股份
605100,华丰股份
301367,瑞迈特
000895,双汇发展
002826,易明医药
601801,皖新传媒
001288,运机集团
002981,朝阳科技
000707,双环科技
688225,亚信安全
002145,钛能化学
920370,新安洁
300287,飞利信
300158,振东制药
301613,新铝时代
600734,*ST实达
600873,梅花生物
603617,君禾股份
600508,上海能源
600248,陕建股份
002554,惠博普
002769,普路通
600210,紫江企业
605318,法狮龙
001338,永顺泰
603308,应流股份
603676,卫信康
600377,宁沪高速
301507,民生健康
603708,家家悦
600116,三峡水利
603658,安图生物
301491,汉桑科技
688062,迈威生物-U
002173,创新医疗
920662,方盛股份
600232,金鹰股份
300387,富邦科技
300360,炬华科技
002857,三晖电气
688685,迈信林
300788,中信出版
300026,红日药业
002777,久远银海
001311,多利科技
601798,蓝科高新
600851,海欣股份
600790,轻纺城
603169,兰石重装
002225,濮耐股份
603014,威高血净
600963,岳阳林纸
002541,鸿路钢构
688175,高凌信息
300319,麦捷科技
301520,万邦医药
300482,万孚生物
600340,*ST华幸
003012,东鹏控股
002427,尤夫股份
002778,中晟高科
688328,深科达
601919,中远海控
300009,安科生物
300768,迪普科技
600728,佳都科技
601033,永兴股份
300321,同大股份
920753,天纺标
300933,中辰股份
301071,力量钻石
301418,协昌科技
600746,江苏索普
002120,韵达股份
688456,有研粉材
000157,中联重科
301151,冠龙节能
002592,ST八菱
600182,S佳通
002835,同为股份
300531,优博讯
300710,万隆光电
603038,华立股份
688050,爱博医疗
600816,建元信托
920751,惠同新材
920522,纳科诺尔
301296,新巨丰
603317,天味食品
688163,赛伦生物
000978,桂林旅游
301628,强达电路
601107,四川成渝
002204,大连重工
300947,德必集团
688739,成大生物
000755,山西高速
601339,百隆东方
688390,固德威
600757,长江传媒
300006,莱美药业
600620,天宸股份
600132,重庆啤酒
605255,天普股份
600085,同仁堂
300149,睿智医药
601607,上海医药
300722,新余国科
002951,金时科技
603811,诚意药业
002480,新筑股份
600535,天士力
601007,金陵饭店
000027,深圳能源
600640,国脉文化
688389,普门科技
600551,时代出版
002133,广宇集团
000897,津滨发展
601818,光大银行
000565,渝三峡Ａ
300956,英力股份
301568,思泰克
002391,长青股份
000025,特  力Ａ
002430,杭氧股份
300615,欣天科技
002349,精华制药
002625,光启技术
603408,建霖家居
600008,首创环保
601928,凤凰传媒
002123,梦网科技
603153,上海建科
603326,我乐家居
301662,宏工科技
300882,万胜智能
000420,吉林化纤
600712,南宁百货
300144,宋城演艺
605001,威奥股份
301018,申菱环境
002582,好想你
002988,豪美新材
688331,荣昌生物
002587,奥拓电子
300566,激智科技
002570,贝因美
601890,亚星锚链
600965,*ST福成
600812,华北制药
300412,迦南科技
920184,国源科技
000619,海螺新材
688073,毕得医药
603882,金域医学
000752,*ST西发
000402,金 融 街
603855,华荣股份
301089,拓新药业
002262,恩华药业
600548,深高速
300032,金龙机电
688049,炬芯科技
920139,华岭股份
301043,绿岛风
002415,海康威视
600104,上汽集团
001316,润贝航科
688588,凌志软件
688656,浩欧博
688653,康希通信
002439,启明星辰
600817,宇通重工
600803,新奥股份
600250,南京商旅
600375,汉马科技
301668,昊创瑞通
300647,超频三
605286,同力天启
000888,峨眉山Ａ
300365,恒华科技
603307,扬州金泉
002686,亿利达
600538,国发股份
600741,华域汽车
002261,拓维信息
002958,青农商行
000017,深中华A
000989,九芝堂
601588,北辰实业
002081,金 螳 螂
000919,金陵药业
301109,军信股份
300525,博思软件
605507,国邦医药
603759,海天股份
000957,中通客车
600368,五洲交通
300177,中海达
301307,美利信
688217,睿昂基因
600867,通化东宝
688410,山外山
603585,苏利股份
603323,苏农银行
600822,上海物贸
600308,华泰股份
000883,湖北能源
300598,诚迈科技
600662,外服控股
301585,蓝宇股份
601999,出版传媒
600897,厦门空港
603927,中科软
300493,润欣科技
600623,华谊集团
000503,国新健康
600356,恒丰纸业
002890,弘宇股份
002125,湘潭电化
603879,永悦科技
301303,真兰仪表
000031,大悦城
300887,谱尼测试
300305,裕兴股份
002670,国盛证券
000705,浙江震元
002540,亚太科技
000950,重药控股
002923,润都股份
601518,吉林高速
600135,乐凯胶片
002761,浙江建投
002352,顺丰控股
000158,常山北明
300705,九典制药
600416,湘电股份
600771,广誉远
002099,海翔药业
300240,飞力达
000786,北新建材
002649,博彦科技
300609,汇纳科技
601186,中国铁建
601238,广汽集团
002061,浙江交科
600141,兴发集团
301293,三博脑科
600351,亚宝药业
300438,鹏辉能源
688330,宏力达
301039,中集车辆
920953,国子软件
600258,首旅酒店
688569,铁科轨道
603097,江苏华辰
300261,雅本化学
600613,神奇制药
300314,戴维医疗
600639,浦东金桥
002236,大华股份
301025,读客文化
688366,昊海生科
300960,通业科技
603887,城地香江
688298,东方生物
688356,键凯科技
688118,普元信息
301370,国科恒泰
601163,三角轮胎
601019,山东出版
603569,长久物流
688166,博瑞医药
920876,慧为智能
002302,西部建设
603529,爱玛科技
002059,云南旅游
688563,航材股份
300499,高澜股份
300743,天地数码
301111,粤万年青
603130,云中马
600419,天润乳业
920717,瑞星股份
600664,哈药股份
300267,尔康制药
300231,银信科技
300411,金盾股份
300994,久祺股份
002803,吉宏股份
600731,湖南海利
002598,ST章鼓
002010,传化智联
301206,三元生物
688468,科美诊断
000633,合金投资
002608,江苏国信
688238,和元生物
002936,郑州银行
603077,和邦生物
600203,福日电子
688207,格灵深瞳
603908,牧高笛
002807,江阴银行
301536,星宸科技
002141,贤丰控股
000965,天保基建
688038,中科通达
300494,盛天网络
300491,通合科技
920223,荣亿精密
600010,包钢股份
301085,亚康股份
301058,中粮科工
000009,中国宝安
300338,*ST开元
600718,东软集团
300172,中电环保
600668,尖峰集团
002992,宝明科技
002230,科大讯飞
601199,江南水务
688621,阳光诺和
300529,健帆生物
002494,华斯股份
300587,天铁科技
301636,泽润新能
300436,广生堂
002495,佳隆股份
603456,九洲药业
920304,迪尔化工
301458,钧崴电子
300908,仲景食品
300990,同飞股份
688543,国科军工
605050,福然德
301275,汉朔科技
301072,中捷精工
300747,锐科激光
600692,亚通股份
688517,金冠电气
000886,海南高速
300067,安诺其
300642,透景生命
920689,克莱特
000507,珠海港
600038,中直股份
300766,每日互动
605289,罗曼股份
002845,同兴达
001318,阳光乳业
600815,厦工股份
001201,东瑞股份
300915,海融科技
601577,长沙银行
